DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,AGRUPA EDAD PERSONA,CANTIDAD
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,16/5/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,17/5/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,19/5/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,20/5/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,21/5/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,21/5/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,22/5/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,23/5/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,27/5/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,29/5/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,31/5/2014,MASCULINO,ADOLESCENTES,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,31/5/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,3/6/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,3/6/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,5/6/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,8/6/2014,MASCULINO,ADULTOS,3
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,9/6/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,11/6/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,13/6/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,14/6/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,17/6/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,17/6/2014,MASCULINO,ADOLESCENTES,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,18/6/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,23/6/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,24/6/2014,FEMENINO,ADOLESCENTES,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,24/6/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,25/6/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,25/6/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,26/6/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,2/7/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,2/7/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,3/7/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,6/7/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,10/7/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,12/7/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,13/7/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,15/7/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,15/7/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,16/7/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,18/7/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,21/7/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,24/7/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,25/7/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,28/7/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,30/7/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,30/7/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,1/8/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,4/8/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,9/8/2014,MASCULINO,ADULTOS,3
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,11/8/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,13/8/2014,MASCULINO,ADULTOS,3
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,14/8/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,15/8/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,18/8/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,21/8/2014,MASCULINO,ADOLESCENTES,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,26/8/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,27/8/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,28/8/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,30/8/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,31/8/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,1/9/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,3/9/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,4/9/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,5/9/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,8/9/2014,FEMENINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,8/9/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,9/9/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,10/9/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,11/9/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,15/9/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,18/9/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,20/9/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,21/9/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,23/9/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,23/9/2014,MASCULINO,ADULTOS,3
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,24/9/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,25/9/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,26/9/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,26/9/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,27/9/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,29/9/2014,FEMENINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,30/9/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,30/9/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,1/10/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,2/10/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,3/10/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,4/10/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,5/10/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,6/10/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,8/10/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,11/10/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,13/10/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,14/10/2014,MASCULINO,ADOLESCENTES,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,14/10/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,16/10/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,18/10/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,20/10/2014,MASCULINO,ADULTOS,3
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,23/10/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,25/10/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,27/10/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,28/10/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,31/10/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,1/11/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,2/11/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,4/11/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,5/11/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,8/11/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,11/11/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,11/11/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,12/11/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,12/11/2014,MASCULINO,ADULTOS,3
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,15/11/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,18/11/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,20/11/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,20/11/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,21/11/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,22/11/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,24/11/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,27/11/2014,MASCULINO,ADOLESCENTES,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,29/11/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,1/12/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,3/12/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,8/12/2014,FEMENINO,ADOLESCENTES,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,10/12/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,11/12/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,12/12/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,15/12/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,16/12/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,17/12/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,18/12/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,20/12/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,20/12/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,21/12/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,22/12/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,24/12/2014,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,26/12/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,29/12/2014,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,31/12/2014,FEMENINO,ADULTOS,1
RISARALDA,PEREIRA,66001000,ARMA DE FUEGO,31/12/2014,MASCULINO,ADULTOS,1
RISARALDA,PUEBLO RICO,66572000,ARMA DE FUEGO,10/12/2014,MASCULINO,ADULTOS,1
RISARALDA,PUEBLO RICO,66572000,ARMA DE FUEGO,30/12/2014,FEMENINO,ADULTOS,1
RISARALDA,QUINCHÍA,66594000,ARMA DE FUEGO,2/6/2014,MASCULINO,ADULTOS,1
RISARALDA,QUINCHÍA,66594000,ARMA DE FUEGO,8/8/2014,MASCULINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,4/1/2014,MASCULINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,1/3/2014,FEMENINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,11/3/2014,FEMENINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,12/3/2014,MASCULINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,9/5/2014,MASCULINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,25/5/2014,MASCULINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,2/7/2014,MASCULINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,5/7/2014,MASCULINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,27/7/2014,MASCULINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,30/7/2014,MASCULINO,ADULTOS,2
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,19/8/2014,FEMENINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,26/8/2014,MASCULINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,29/8/2014,FEMENINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,29/8/2014,MASCULINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,16/9/2014,FEMENINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,17/9/2014,MASCULINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,25/9/2014,FEMENINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,18/10/2014,FEMENINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,18/10/2014,MASCULINO,ADULTOS,5
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,28/10/2014,MASCULINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,10/11/2014,MASCULINO,ADULTOS,1
RISARALDA,SANTA ROSA DE CABAL,66682000,ARMA DE FUEGO,20/11/2014,FEMENINO,ADULTOS,1
SAN ANDRÉS,SAN ANDRÉS,88001000,ARMA DE FUEGO,16/1/2014,FEMENINO,ADULTOS,1
SAN ANDRÉS,SAN ANDRÉS,88001000,ARMA DE FUEGO,28/2/2014,MASCULINO,ADULTOS,1
SAN ANDRÉS,SAN ANDRÉS,88001000,ARMA DE FUEGO,5/3/2014,MASCULINO,ADULTOS,1
SAN ANDRÉS,SAN ANDRÉS,88001000,ARMA DE FUEGO,9/5/2014,FEMENINO,ADULTOS,1
SAN ANDRÉS,SAN ANDRÉS,88001000,ARMA DE FUEGO,20/5/2014,FEMENINO,ADULTOS,1
SAN ANDRÉS,SAN ANDRÉS,88001000,ARMA DE FUEGO,31/5/2014,FEMENINO,ADULTOS,1
SAN ANDRÉS,SAN ANDRÉS,88001000,ARMA DE FUEGO,6/7/2014,MASCULINO,ADULTOS,1
SAN ANDRÉS,SAN ANDRÉS,88001000,ARMA DE FUEGO,8/8/2014,MASCULINO,ADULTOS,1
SAN ANDRÉS,SAN ANDRÉS,88001000,ARMA DE FUEGO,14/9/2014,MASCULINO,ADULTOS,1
SAN ANDRÉS,SAN ANDRÉS,88001000,ARMA DE FUEGO,22/9/2014,MASCULINO,ADULTOS,1
SAN ANDRÉS,SAN ANDRÉS,88001000,ARMA DE FUEGO,2/10/2014,MASCULINO,ADULTOS,1
SANTANDER,ARATOCA,68051000,ARMA DE FUEGO,4/9/2014,FEMENINO,ADULTOS,1
SANTANDER,BARBOSA,68077000,ARMA DE FUEGO,22/1/2014,MASCULINO,ADULTOS,1
SANTANDER,BARBOSA,68077000,ARMA DE FUEGO,25/3/2014,MASCULINO,ADULTOS,2
SANTANDER,BARBOSA,68077000,ARMA DE FUEGO,12/6/2014,MASCULINO,ADULTOS,1
SANTANDER,BARBOSA,68077000,ARMA DE FUEGO,24/7/2014,MASCULINO,ADULTOS,1
SANTANDER,BARBOSA,68077000,ARMA DE FUEGO,28/8/2014,MASCULINO,ADULTOS,1
SANTANDER,BARBOSA,68077000,ARMA DE FUEGO,1/10/2014,FEMENINO,ADULTOS,1
SANTANDER,BARBOSA,68077000,ARMA DE FUEGO,9/10/2014,MASCULINO,ADULTOS,1
SANTANDER,BARBOSA,68077000,ARMA DE FUEGO,2/12/2014,MASCULINO,ADULTOS,1
SANTANDER,BARICHARA,68079000,ARMA DE FUEGO,11/1/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,1/1/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,2/1/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,4/1/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,7/1/2014,MASCULINO,ADULTOS,2
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,8/1/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,8/1/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,9/1/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,10/1/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,11/1/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,13/1/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,15/1/2014,MASCULINO,ADULTOS,3
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,16/1/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,18/1/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,21/1/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,22/1/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,24/1/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,28/1/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,29/1/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,30/1/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,3/2/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,5/2/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,7/2/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,12/2/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,16/2/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,18/2/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,20/2/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,24/2/2014,FEMENINO,ADOLESCENTES,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,24/2/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,10/3/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,11/3/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,13/3/2014,MASCULINO,ADULTOS,2
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,15/3/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,17/3/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,20/3/2014,MASCULINO,ADULTOS,2
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,21/3/2014,FEMENINO,ADULTOS,2
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,22/3/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,24/3/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,25/3/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,25/3/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,26/3/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,27/3/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,28/3/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,29/3/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,30/3/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,31/3/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,1/4/2014,MASCULINO,ADULTOS,2
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,2/4/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,5/4/2014,MASCULINO,ADULTOS,2
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,8/4/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,9/4/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,12/4/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,15/4/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,16/4/2014,MASCULINO,ADULTOS,3
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,19/4/2014,MASCULINO,ADULTOS,2
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,21/4/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,22/4/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,23/4/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,24/4/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,24/4/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,25/4/2014,MASCULINO,ADULTOS,2
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,28/4/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,29/4/2014,FEMENINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,30/4/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,4/5/2014,MASCULINO,ADULTOS,1
